tmdb_id,title,release_date,release_year,release_window,genres,genre_bn,budget,revenue,budget_adj,revenue_adj,profit_ratio,outcome_label,budget_tier,prestige_tier,lead_actor,cast_names,cast_ids,runtime,vote_average,vote_count,popularity
8193,Napoleon Dynamite,2004-06-11,2004,Summer,Comedy,Comedy,400000,46118097,666587.6124933828,76854380.0,115.29524185504263,Blockbuster,Micro,Emerging,Jon Heder,Jon Heder|Efren Ramirez|Tina Majorino|Aaron Ruell|Jon Gries,53926|20190|53930|53927|9629,95,6.783,2127,3.4054
8198,The Quiet American,2002-11-22,2002,Holiday,Romance|Thriller|Drama|War,Drama,30000000,27674124,52495163.97998888,48425256.0,0.9224708016620288,Flop,Mid,Established,Michael Caine,Michael Caine|Brendan Fraser|Đỗ Thị Hải Yến|Tzi Ma|Rade Šerbedžija,3895|18269|53962|21629|1118,101,6.545,325,1.5456
8202,Æon Flux,2005-11-30,2005,Holiday,Science Fiction|Action|Thriller,Sci-Fi,62000000,53321673,99935238.09523809,85947001.0,0.8600269798536195,Flop,Mid,Established,Charlize Theron,Charlize Theron|Marton Csokas|Jonny Lee Miller|Sophie Okonedo|Frances McDormand,6885|20982|9012|2598|3910,93,5.637,2432,4.0331
12,Finding Nemo,2003-05-30,2003,Spring,Animation|Family|Adventure,Comedy,94000000,940335536,160819695.6521739,1608771008.0,10.003569534663855,Blockbuster,High,Emerging,Albert Brooks,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Geoffrey Rush,13|14|12|5293|118,100,7.817,20429,16.2188
8204,The Spiderwick Chronicles,2008-02-14,2008,Other,Family|Adventure|Fantasy|Drama,Comedy,90000000,164200000,131591453.7854157,240081297.0,1.824444446001008,Break-even,High,Established,Freddie Highmore,Freddie Highmore|Sarah Bolger|David Strathairn|Mary-Louise Parker|Nick Nolte,1281|33397|11064|18248|1733,95,6.684,2816,5.7303
16,Dancer in the Dark,2000-09-01,2000,Other,Drama|Crime,Drama,12500000,40061153,22851045.29616725,73235138.0,3.2048922511340674,Hit,Low,Emerging,Björk,Björk|Catherine Deneuve|David Morse|Peter Stormare|Joel Grey,47|50|52|53|6748,140,7.847,1984,3.1954
20,My Life Without Me,2003-03-07,2003,Spring,Drama|Romance,Drama,2500000,12300000,4277119.565217392,21043428.0,4.919999939008119,Hit,Micro,Emerging,Sarah Polley,Sarah Polley|Amanda Plummer|Scott Speedman|Mark Ruffalo|Leonor Watling,98|99|100|103|101,106,6.084,498,1.4719
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,2003,Summer,Adventure|Fantasy|Action,Action,140000000,655011224,239518695.6521739,1120624529.0,4.678651601490671,Hit,Mega,A-list,Johnny Depp,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,85|118|114|116|1709,143,7.821,22067,16.6911
24,Kill Bill: Vol. 1,2003-10-10,2003,Other,Action|Crime,Action,30000000,180906076,51325434.782608695,309502767.0,6.030202536245696,Blockbuster,Mid,Established,Uma Thurman,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,139|140|2535|589|141,111,7.972,18787,13.7184
25,Jarhead,2005-11-04,2005,Holiday,Drama|War,Drama,72000000,97076152,116053824.88479263,156473038.0,1.3482798878480031,Break-even,High,A-list,Jake Gyllenhaal,Jake Gyllenhaal|Jamie Foxx|Peter Sarsgaard|Scott MacDonald|Chris Cooper,131|134|133|132|2955,123,6.681,3144,5.2289
122906,About Time,2013-09-04,2013,Other,Drama|Romance|Fantasy,Drama,12000000,87100449,16212669.527896997,117677566.0,7.258370732686141,Blockbuster,Low,Emerging,Domhnall Gleeson,Domhnall Gleeson|Rachel McAdams|Bill Nighy|Tom Hollander|Margot Robbie,93210|53714|2440|2441|234352,123,7.908,9182,8.2215
27,9 Songs,2004-07-16,2004,Summer,Drama|Music|Romance,Drama,1000000,1574623,1666469.031233457,2624060.0,1.5746227207461339,Break-even,Micro,Emerging,Kieran O'Brien,Kieran O'Brien|Margo Stilley|Courtney Taylor-Taylor|Alex Kapranos|Guy Garvey,176|177|1759241|1759261|1357012,70,5.531,572,11.9084
311324,The Great Wall,2016-12-16,2016,Holiday,Action|Adventure|Fantasy,Action,150000000,331957105,196747500.0,435411537.0,2.213047367819159,Break-even,High,A-list,Matt Damon,Matt Damon|Jing Tian|Willem Dafoe|Andy Lau|Pedro Pascal,1892|1151657|5293|25246|1253360,103,6.026,5500,6.8554
376865,High Life,2018-09-26,2018,Other,Science Fiction|Drama|Mystery,Sci-Fi,8933400,2133033,11199516.473118281,2674115.0,0.23877057607072266,Flop,Low,Established,Robert Pattinson,Robert Pattinson|Juliette Binoche|Mia Goth|André 3000|Agata Buzek,11288|1137|1137824|37934|37982,113,5.747,1216,2.5425
35,The Simpsons Movie,2007-07-25,2007,Summer,Animation|Comedy|Family,Comedy,75000000,527068851,113891461.64978291,800381891.0,7.0275846793606025,Blockbuster,High,Emerging,Dan Castellaneta,Dan Castellaneta|Julie Kavner|Nancy Cartwright|Yeardley Smith|Hank Azaria,198|199|200|5586|5587,87,7.02,8492,7.019
376867,Moonlight,2016-10-21,2016,Other,Drama,Drama,4000000,65046687,5246600.0,85318487.0,16.261671749323373,Blockbuster,Micro,Emerging,Trevante Rhodes,Trevante Rhodes|André Holland|Janelle Monáe|Ashton Sanders|Jharrel Jerome,1650301|459980|1005852|1152019|1664716,111,7.357,7482,6.3753
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,2014,Holiday,Action|Adventure|Fantasy,Action,250000000,956019788,332484157.16096324,1271445734.0,3.824079152693173,Hit,Mega,Rising,Ian McKellen,Ian McKellen|Martin Freeman|Richard Armitage|Orlando Bloom|Evangeline Lilly,1327|7060|30315|114|19034,144,7.332,15252,18.6099
38,Eternal Sunshine of the Spotless Mind,2004-03-19,2004,Spring,Science Fiction|Drama|Romance,Sci-Fi,20000000,72258126,33329380.624669135,120415929.0,3.612906292980216,Hit,Low,A-list,Jim Carrey,Jim Carrey|Kate Winslet|Kirsten Dunst|Mark Ruffalo|Elijah Wood,206|204|205|103|109,108,8.091,16218,26.7945
417830,Diary of a Wimpy Kid: The Long Haul,2017-05-19,2017,Spring,Comedy|Family|Adventure,Comedy,22000000,40120144,28255862.913096696,51528604.0,1.8236429076146283,Break-even,Low,Emerging,Jason Ian Drucker,Jason Ian Drucker|Alicia Silverstone|Tom Everett Scott|Charlie Wright|Owen Asztalos,1517834|5588|16857|1684473|1650112,91,5.299,523,3.011
464052,Wonder Woman 1984,2020-12-16,2020,Holiday,Action|Adventure|Fantasy,Action,200000000,169601036,243273570.32457495,206297248.0,0.8480051808536322,Flop,Mega,Established,Gal Gadot,Gal Gadot|Chris Pine|Kristen Wiig|Pedro Pascal|Robin Wright,90633|62064|41091|1253360|32,151,6.368,8989,6.0982
294963,Bone Tomahawk,2015-10-23,2015,Other,Western|Horror|Drama,Action,1800000,475846,2390855.6962025315,632044.0,0.2643589075676523,Flop,Micro,A-list,Kurt Russell,Kurt Russell|Patrick Wilson|Richard Jenkins|Matthew Fox|Lili Simmons,6856|17178|28633|28657|1039525,133,6.883,2502,4.0832
8247,Jumper,2008-02-13,2008,Other,Action|Adventure|Science Fiction,Action,85000000,222231186,124280817.46400371,324930276.0,2.614484540980041,Hit,High,Established,Hayden Christensen,Hayden Christensen|Jamie Bell|Samuel L. Jackson|Rachel Bilson|Michael Rooker,17244|478|2231|52783|12132,88,6.156,6176,6.269
32823,Get Him to the Greek,2010-06-03,2010,Summer,Adventure|Comedy|Music,Action,40000000,90029656,57734250.343878955,129944867.0,2.250741392258796,Break-even,Mid,Established,Jonah Hill,Jonah Hill|Russell Brand|Rose Byrne|Elisabeth Moss|Tyler McKinney,21007|59919|9827|32798|3856045,109,5.979,1917,2.0004
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,2006,Summer,Adventure|Fantasy|Action,Action,200000000,1066179747,312297619.04761904,1664826982.0,5.330898733961042,Blockbuster,Mega,A-list,Johnny Depp,Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy,85|114|116|1709|2440,151,7.375,17022,16.6681
59,A History of Violence,2005-09-23,2005,Other,Drama|Thriller|Crime,Drama,32000000,61477797,51579477.726574495,99093521.0,1.9211811628900146,Break-even,Mid,Rising,Viggo Mortensen,Viggo Mortensen|Maria Bello|Ed Harris|William Hurt|Ashton Holmes,110|49|228|227|225,96,7.165,3676,14.5588
524348,The Report,2019-09-12,2019,Other,Drama,Drama,8000000,275000,9848916.699256942,338557.0,0.03437504959561113,Flop,Micro,Rising,Adam Driver,Adam Driver|Annette Bening|Jon Hamm|Sarah Goldberg|Michael C. Hall,1023139|516|65717|1377686|53820,119,7.041,1146,2.8341
401469,Widows,2018-11-06,2018,Holiday,Crime|Thriller|Drama,Horror,42000000,73900000,52654050.17921147,92646055.0,1.7595238103179747,Break-even,Mid,Rising,Viola Davis,Viola Davis|Michelle Rodriguez|Elizabeth Debicki|Cynthia Erivo|Colin Farrell,19492|17647|1133349|1765068|72466,129,6.487,2454,3.6162
114750,Dear White People,2014-10-17,2014,Other,Comedy|Drama,Comedy,1300000,5403771,1728917.6172370089,7186673.0,4.156746931346015,Hit,Micro,Emerging,Tyler James Williams,Tyler James Williams|Tessa Thompson|Kyle Gallner|Teyonah Parris|Brandon P Bell,1214870|62561|59219|970219|967696,108,6.097,478,2.4802
565310,The Farewell,2019-07-12,2019,Summer,Comedy|Drama,Comedy,250300,23076657,308147.9812280016,28410009.0,92.19599260972983,Blockbuster,Micro,Rising,Awkwafina,Awkwafina|Zhao Shuzhen|Hong Lu|Hong Lin|Tzi Ma,1625558|2309757|3585524|3585526|21629,100,7.4,1528,3.1958
65,8 Mile,2002-11-08,2002,Holiday,Drama|Music,Drama,41000000,242875078,71743390.77265146,424992235.0,5.9237823919803745,Blockbuster,Mid,A-list,Eminem,Eminem|Kim Basinger|Mekhi Phifer|Brittany Murphy|Evan Jones,325|326|327|328|333,111,7.142,7760,7.0671
417859,Puss in Boots,2011-10-27,2011,Other,Animation|Family|Fantasy|Adventure|Comedy,Comedy,130000000,554987477,181963005.7803468,776824535.0,4.269134441193662,Hit,High,Established,Antonio Banderas,Antonio Banderas|Salma Hayek Pinault|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris,3131|3136|58225|879|12110,90,6.593,4509,6.1304
69,Walk the Line,2005-09-13,2005,Other,Drama|Music|Romance,Drama,28000000,186800000,45132043.010752685,301095201.0,6.67142856635726,Blockbuster,Mid,Rising,Joaquin Phoenix,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick|Dallas Roberts,73421|368|417|418|424,136,7.496,3113,3.8465
70,Million Dollar Baby,2004-12-05,2004,Holiday,Drama,Drama,30000000,216763646,49994070.9370037,361229903.0,7.225454863541257,Blockbuster,Mid,A-list,Clint Eastwood,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,190|448|192|449|450,132,7.953,10282,7.3995
71,Billy Elliot,2000-09-28,2000,Other,Drama|Comedy|Music,Drama,5000000,109280263,9140418.118466899,199773459.0,21.856052579956543,Blockbuster,Micro,Emerging,Jamie Bell,Jamie Bell|Gary Lewis|Julie Walters|Jean Heywood|Jamie Draven,478|480|477|481|479,111,7.593,4053,3.5063
74,War of the Worlds,2005-06-28,2005,Summer,Adventure|Thriller|Science Fiction,Action,132000000,603873119,212765345.6221198,973358128.0,4.574796356774777,Hit,Mega,A-list,Tom Cruise,Tom Cruise|Dakota Fanning|Justin Chatwin|Miranda Otto|Tim Robbins,500|501|503|502|504,117,6.534,9086,8.1098
77,Memento,2000-10-11,2000,Other,Mystery|Thriller,Horror,9000000,40060108,16452752.613240419,73233227.0,4.451123086909194,Hit,Low,Rising,Guy Pearce,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano|Mark Boone Junior|Russ Fega,529|530|532|534|535,113,8.177,16095,12.2831
417870,Girls Trip,2017-07-21,2017,Summer,Comedy|Romance|Adventure,Comedy,19000000,140376621,24402790.69767442,180293753.0,7.388243223230282,Blockbuster,Low,Emerging,Regina Hall,Regina Hall|Queen Latifah|Jada Pinkett Smith|Tiffany Haddish|Larenz Tate,35705|15758|9575|1230868|18291,122,6.814,1563,3.5269
8271,Disturbia,2007-03-27,2007,Spring,Thriller|Drama|Mystery,Action,20000000,117760134,30371056.43994211,178824984.0,5.888006706438456,Blockbuster,Low,Established,Shia LaBeouf,Shia LaBeouf|Sarah Roemer|Carrie-Anne Moss|David Morse|Aaron Yoo,10959|20376|530|52|54247,105,6.7,4038,3.7945
80,Before Sunset,2004-06-16,2004,Summer,Drama|Romance,Drama,2700000,15992615,4499466.384330333,26651198.0,5.923190823875121,Blockbuster,Micro,Established,Ethan Hawke,Ethan Hawke|Julie Delpy|Vernon Dobtcheff|Louise Lemoine Torrès|Rodolphe Pauly,569|1146|649|651|654,80,7.811,3753,3.3047
8273,American Wedding,2003-08-01,2003,Summer,Comedy|Romance,Comedy,55000000,231449203,94096630.43478261,395974366.0,4.208167329375792,Hit,Mid,Emerging,Jason Biggs,Jason Biggs|Seann William Scott|Alyson Hannigan|Eddie Kaye Thomas|Thomas Ian Nicholas,21593|57599|21595|52480|21403,103,6.218,4363,6.212
83,Open Water,2004-08-06,2004,Summer,Horror|Thriller,Horror,120000,54683487,199976.28374801483,91128338.0,455.69572697344734,Blockbuster,Micro,Emerging,Blanchard Ryan,Blanchard Ryan|Daniel Travis|Saul Stein|Michael E. Williamson|Cristina Zenato,644|646|1187|1420204|590483,80,5.549,1124,1.9464
82,Miami Vice,2006-07-27,2006,Summer,Action|Crime|Thriller,Action,135000000,163800000,210800892.85714287,255771750.0,1.2133333333333334,Break-even,Mega,Rising,Colin Farrell,Colin Farrell|Jamie Foxx|Naomie Harris|Gong Li|John Ortiz,72466|134|2038|643|40543,132,6.021,1939,3.8524
8277,American Pie Presents: Beta House,2007-12-19,2007,Holiday,Comedy,Comedy,10000000,18610260,15185528.219971055,28260663.0,1.8610260104639196,Break-even,Low,Emerging,John White,John White|Jake Siegel|Steve Talley|Christopher McDonald|Eugene Levy,26973|54598|26975|4443|26510,89,5.64,2000,6.7803
57431,The Sitter,2011-12-09,2011,Holiday,Comedy,Comedy,25000000,34942188,34992885.726989776,48909120.0,1.397687529447642,Break-even,Low,Established,Jonah Hill,Jonah Hill|Landry Bender|Max Records|Kevin Hernandez|Ari Graynor,21007|999325|80576|999329|71552,81,5.586,1007,2.3127
24664,Bamboozled,2000-10-06,2000,Other,Comedy|Drama,Comedy,10000000,2463650,18280836.236933798,4503758.0,0.24636498799222353,Flop,Low,Emerging,Damon Wayans,Damon Wayans|Savion Glover|Jada Pinkett Smith|Tommy Davidson|Michael Rapaport,22675|80623|9575|88059|4688,136,6.263,154,1.3606
32856,Valentine's Day,2010-02-10,2010,Other,Comedy|Romance,Comedy,52000000,216528528,75054525.44704264,312527806.0,4.164010153132138,Hit,Mid,Rising,Ashton Kutcher,Ashton Kutcher|Jamie Foxx|Jennifer Garner|Bradley Cooper|Julia Roberts,18976|134|9278|51329|1204,125,5.92,3149,5.052
524369,The Many Saints of Newark,2021-09-22,2021,Other,Crime|Drama,Horror,50000000,13037403,58086873.08558142,15146039.0,0.2607480519339509,Flop,Mid,Emerging,Alessandro Nivola,Alessandro Nivola|Leslie Odom Jr.|Michael Gandolfini|Ray Liotta|Michela De Rossi,4941|1254614|1900369|11477|1977918,120,6.3,743,2.7671
245842,The King's Daughter,2022-01-21,2022,Other,Fantasy|Adventure|Family,Sci-Fi,40500000,2200000,43564053.23674634,2366442.0,0.05432097851730432,Flop,Mid,A-list,Pierce Brosnan,Pierce Brosnan|Kaya Scodelario|Benjamin Walker|William Hurt|Julie Andrews,517|115150|239996|227|5823,94,6.993,714,2.9439
8285,The Spirit,2008-12-25,2008,Holiday,Crime|Thriller|Fantasy|Action,Horror,60000000,39164441,87727635.8569438,57263397.0,0.6527406836014434,Flop,Mid,Emerging,Gabriel Macht,Gabriel Macht|Eva Mendes|Samuel L. Jackson|Scarlett Johansson|Sarah Paulson,16856|8170|2231|1245|34490,103,4.767,1056,2.3887
98,Gladiator,2000-05-04,2000,Spring,Action|Drama|Adventure,Action,103000000,465516248,188292613.24041814,851002630.0,4.519575225786538,Hit,High,Established,Russell Crowe,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,934|73421|935|936|194,155,8.225,20738,17.7555
8292,Four Brothers,2005-08-11,2005,Summer,Action|Crime,Action,45000000,92374674,72533640.55299538,148894920.0,2.052770533297755,Break-even,Mid,A-list,Mark Wahlberg,Mark Wahlberg|Tyrese Gibson|André 3000|Garrett Hedlund|Terrence Howard,13240|8169|37934|9828|18288,109,6.803,2363,6.322
1368166,The Housemaid,2025-12-18,2025,Holiday,Mystery|Thriller,Horror,35000000,401725460,34527922.28141648,396307013.0,11.477870280462813,Blockbuster,Low,A-list,Sydney Sweeney,Sydney Sweeney|Amanda Seyfried|Brandon Sklenar|Michele Morrone|Elizabeth Perkins,115440|71070|1855143|2349355|20,131,7.207,1849,89.1327
385128,F9,2021-05-19,2021,Spring,Action|Adventure|Crime,Action,200000000,726229501,232347492.3423257,843688017.0,3.631147504518641,Hit,Mega,A-list,Vin Diesel,Vin Diesel|Michelle Rodriguez|Tyrese Gibson|Ludacris|John Cena,12835|17647|8169|8171|56446,143,7.0,7651,5.9262
335977,Indiana Jones and the Dial of Destiny,2023-06-25,2023,Summer,Adventure|Action,Action,294700000,383963057,304462659.2539596,396682774.0,1.3028946635755336,Break-even,Mega,Established,Harrison Ford,Harrison Ford|Phoebe Waller-Bridge|Mads Mikkelsen|Boyd Holbrook|Olivier Richters,3|1023483|1019|467645|2074238,155,6.513,4089,8.2268
107,Snatch,2000-09-01,2000,Other,Crime|Comedy,Horror,100000000,83557872,182808362.369338,152750777.0,0.8355787176266534,Flop,High,A-list,Jason Statham,Jason Statham|Alan Ford|Stephen Graham|Brad Pitt|Dennis Farina,976|1116|1115|287|1117,103,7.82,9888,9.7797
24684,An Education,2009-10-29,2009,Other,Drama|Romance,Drama,10000000,26096852,14675804.195804195,38299229.0,2.609685199462509,Hit,Low,Rising,Carey Mulligan,Carey Mulligan|Peter Sarsgaard|Dominic Cooper|Rosamund Pike|Olivia Williams,36662|133|55470|10882|11616,100,6.943,1417,2.088
335983,Venom,2018-09-28,2018,Other,Science Fiction|Action,Sci-Fi,116000000,856085151,145425471.92353645,1073246440.0,7.380044402154695,Blockbuster,High,A-list,Tom Hardy,Tom Hardy|Michelle Williams|Riz Ahmed|Scott Haze|Reid Scott,2524|1812|53240|87954|81316,112,6.825,17134,11.8305
335984,Blade Runner 2049,2017-10-04,2017,Other,Science Fiction|Drama,Sci-Fi,150000000,259239658,192653610.77111384,332956374.0,1.7282643842869667,Break-even,High,A-list,Ryan Gosling,Ryan Gosling|Harrison Ford|Ana de Armas|Dave Bautista|Robin Wright,30614|3|224513|543530|32,164,7.591,14983,24.312
950387,A Minecraft Movie,2025-03-31,2025,Spring,Family|Fantasy|Comedy|Adventure,Comedy,150000000,958287780,147976809.7774992,945362457.0,6.3885852007585875,Blockbuster,High,A-list,Jason Momoa,Jason Momoa|Jack Black|Sebastian Eugene Hansen|Emma Myers|Danielle Brooks,117642|70851|2680307|2604515|1075037,101,6.264,2913,22.6224
116,Match Point,2005-10-26,2005,Other,Drama|Romance|Thriller,Drama,15000000,85638656,24177880.184331797,138037411.0,5.709243736324477,Blockbuster,Low,Rising,Jonathan Rhys Meyers,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Matthew Goode|Brian Cox,1244|1245|1246|1247|1248,124,7.359,4349,4.3738
335988,Transformers: The Last Knight,2017-06-16,2017,Summer,Action|Adventure|Science Fiction,Action,217000000,605425157,278705556.9155447,777582284.0,2.789977683278229,Hit,Mega,A-list,Mark Wahlberg,Mark Wahlberg|Laura Haddock|Peter Cullen|Anthony Hopkins|Erik Aadahl,13240|209578|19540|4173|1378695,154,6.05,6653,6.945
118,Charlie and the Chocolate Factory,2005-07-13,2005,Summer,Adventure|Comedy|Family|Fantasy,Action,150000000,475000000,241778801.84331796,765632873.0,3.1666666687187894,Hit,Mega,A-list,Johnny Depp,Johnny Depp|Freddie Highmore|David Kelly|Helena Bonham Carter|Noah Taylor,85|1281|1282|1283|1284,115,7.038,16035,10.821
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,2001,Holiday,Adventure|Fantasy|Action,Action,93000000,871368364,165307893.84528515,1548860957.0,9.369552300083194,Blockbuster,High,Established,Elijah Wood,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Ian Holm,109|1327|110|1328|65,179,8.432,27335,30.3484
121,The Lord of the Rings: The Two Towers,2002-12-18,2002,Holiday,Adventure|Fantasy|Action,Action,79000000,926287400,138237265.14730406,1620853632.0,11.725156963086883,Blockbuster,High,Established,Elijah Wood,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,109|1327|110|1328|1333,179,8.416,23710,22.2313
122,The Lord of the Rings: The Return of the King,2003-12-17,2003,Holiday,Adventure|Fantasy|Action,Action,94000000,1118888979,160819695.6521739,1914248777.0,11.903074242474627,Blockbuster,High,Established,Elijah Wood,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,109|1327|110|1328|1333,201,8.497,26334,27.4174
204922,Before I Go to Sleep,2014-09-03,2014,Other,Thriller|Mystery,Action,22000000,17669776,29258605.830164768,23499682.0,0.803171625346978,Flop,Low,A-list,Nicole Kidman,Nicole Kidman|Colin Firth|Mark Strong|Ben Crompton|Anne-Marie Duff,2227|5472|2983|72315|37058,92,6.49,2127,3.2092
1007734,Nobody 2,2025-08-13,2025,Summer,Action|Thriller,Action,25000000,41618135,24662801.629583202,41056792.0,1.6647253875144539,Break-even,Low,Established,Bob Odenkirk,Bob Odenkirk|Connie Nielsen|John Ortiz|Colin Hanks|RZA,59410|935|40543|3492|150,89,6.9,1437,15.7377
336000,The Glass Castle,2017-08-11,2017,Summer,Drama,Drama,9000000,22088533,11559216.64626683,28369571.0,2.454281450738468,Break-even,Low,Established,Brie Larson,Brie Larson|Woody Harrelson|Naomi Watts|Max Greenfield|Sarah Snook,60073|57755|3489|1213603|235416,127,7.106,895,3.9273
8321,In Bruges,2008-02-08,2008,Other,Comedy|Drama|Crime,Comedy,15000000,34533783,21931908.96423595,50492786.0,2.3022522153606357,Break-even,Low,Rising,Colin Farrell,Colin Farrell|Brendan Gleeson|Ralph Fiennes|Clémence Poésy|Thekla Reuten,72466|2039|5469|11291|45749,108,7.502,5712,4.6261
393345,Cult of Chucky,2017-10-12,2017,Other,Horror|Thriller,Horror,6500000,2332018,8348323.1334149325,2995145.0,0.3587720494444754,Flop,Micro,Established,Fiona Dourif,Fiona Dourif|Brad Dourif|Alex Vincent|Jennifer Tilly|Michael Therriault,204468|1370|65683|7906|1018325,91,5.833,1398,3.08
134,"O Brother, Where Art Thou?",2000-08-30,2000,Summer,Adventure|Comedy|Crime,Action,26000000,71877090,47530174.21602788,131397331.0,2.7645034584302213,Hit,Mid,Established,George Clooney,George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter,1461|1241|1462|1230|18686,107,7.328,4551,4.2514
8326,Holes,2003-04-18,2003,Spring,Adventure|Family|Drama|Comedy,Action,20000000,71406573,34216956.52173913,122165780.0,3.570328644582523,Hit,Low,Established,Shia LaBeouf,Shia LaBeouf|Khleo Thomas|Sigourney Weaver|Jon Voight|Tim Blake Nelson,10959|54495|10205|10127|1462,117,6.9,1526,4.5084
8328,Step Up 2: The Streets,2008-02-14,2008,Other,Music|Drama|Romance,Comedy,23000000,150988382,33628927.07849512,220764230.0,6.564712263483819,Blockbuster,Low,Emerging,Briana Evigan,Briana Evigan|Robert Hoffman|Will Kemp|Cassie Ventura|Adam Sevani,54499|58368|54500|54502|54503,98,6.687,2403,3.5546
336004,Heist,2015-11-13,2015,Holiday,Action|Crime|Thriller|Drama,Action,8900000,4100000,11821453.164556962,5445838.0,0.46067415944493967,Flop,Low,Established,Jeffrey Dean Morgan,Jeffrey Dean Morgan|Robert De Niro|Kate Bosworth|Dave Bautista|Gina Carano,47296|380|7517|543530|78452,93,6.133,991,2.5787
16523,Where the Wild Things Are,2009-10-16,2009,Other,Fantasy|Drama|Adventure|Family,Sci-Fi,100000000,100140916,146758041.95804197,146964848.0,1.0014091632676398,Break-even,High,Emerging,Max Records,Max Records|Catherine Keener|James Gandolfini|Lauren Ambrose|Catherine O'Hara,80576|2229|4691|54470|11514,101,6.498,2002,3.1826
141,Donnie Darko,2001-01-19,2001,Other,Fantasy|Drama|Mystery,Sci-Fi,4500000,7500000,7998769.057029927,13331282.0,1.6666666964566823,Break-even,Micro,A-list,Jake Gyllenhaal,Jake Gyllenhaal|Jena Malone|James Duval|Drew Barrymore|Beth Grant,131|20089|1582|69597|5151,114,7.764,13315,9.8158
142,Brokeback Mountain,2005-10-22,2005,Other,Drama|Romance,Drama,14000000,178043761,22566021.505376343,286981381.0,12.717411482197996,Blockbuster,Low,Rising,Heath Ledger,Heath Ledger|Jake Gyllenhaal|Michelle Williams|Anne Hathaway|Randy Quaid,1810|131|1812|1813|1811,134,7.784,7494,7.3855
8338,Blindness,2008-05-14,2008,Spring,Drama|Mystery|Science Fiction|Thriller,Drama,25000000,19844979,36553181.60705991,29015885.0,0.7937991639665054,Flop,Low,Established,Julianne Moore,Julianne Moore|Mark Ruffalo|Danny Glover|Gael García Bernal|Maury Chaykin,1231|103|2047|258|7868,121,6.533,1366,2.4091
458897,Charlie's Angels,2019-11-14,2019,Holiday,Action|Adventure|Comedy,Action,48000000,73279888,59093500.19554165,90215939.0,1.5266643319734579,Break-even,Mid,Established,Kristen Stewart,Kristen Stewart|Naomi Scott|Ella Balinska|Elizabeth Banks|Patrick Stewart,37917|240724|2092879|9281|2387,118,6.384,3124,4.1287
524434,Eternals,2021-11-03,2021,Holiday,Science Fiction|Action|Adventure,Sci-Fi,200000000,402064899,232347492.3423257,467093855.0,2.010324494106501,Break-even,Mega,Emerging,Gemma Chan,Gemma Chan|Richard Madden|Angelina Jolie|Salma Hayek Pinault|Kumail Nanjiani,97576|512991|11701|3136|466505,156,6.773,9055,9.7602
106646,The Wolf of Wall Street,2013-12-25,2013,Holiday,Crime|Drama|Comedy,Horror,100000000,407038432,135105579.39914164,549931632.0,4.070384320512331,Hit,High,A-list,Leonardo DiCaprio,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Matthew McConaughey|Kyle Chandler,6193|21007|234352|10297|3497,180,8.027,25746,19.2282
270487,"Hail, Caesar!",2016-02-05,2016,Other,Comedy|Crime|Drama|Mystery|History,Comedy,22000000,63647656,28856300.0,83483448.0,2.8930752729906466,Hit,Low,Established,Josh Brolin,Josh Brolin|George Clooney|Alden Ehrenreich|Ralph Fiennes|Scarlett Johansson,16851|1461|71375|5469|1245,106,5.94,3982,3.9031
153,Lost in Translation,2003-09-18,2003,Other,Drama|Comedy|Romance,Drama,4000000,119723856,6843391.304347826,204829299.0,29.930964033850493,Blockbuster,Micro,Rising,Bill Murray,Bill Murray|Scarlett Johansson|Giovanni Ribisi|Anna Faris|Akiko Takeshita,1532|1245|1771|1772|1770,102,7.382,8015,7.1216
8346,My Big Fat Greek Wedding,2002-04-19,2002,Spring,Comedy|Drama|Romance,Comedy,5000000,368744044,8749193.996664813,645242635.0,73.74880877552448,Blockbuster,Micro,Emerging,Nia Vardalos,Nia Vardalos|John Corbett|Lainie Kazan|Michael Constantine|Andrea Martin,54645|38405|53647|14884|8263,95,6.499,2274,4.0556
